Company,Title,Category,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications,cl_cat,cl_res,cl_mq,cl_pq,Combined_Description
Google,"Data Analyst, Product Trust and Safety",Product & Customer Support,"Hyderabad, India","Excel at product policy enforcement on known spam and risk related patterns and manual investigations
Identify new or emerging patterns and build operational processes to proactively handle them
Build scale and efficiency through automation and intelligence and drive workflow improvements
Collaborate with cross-functional groups such as Engineering, Sales, and Legal to increase automation, update policies, fix product loopholes, and provide a better online experience for our users
Work with large and unstructured data sets to get actionable insights","Bachelor's degree in Engineering or Sciences, or equivalent practical experience.
2 years of relevant work experience.","BA/BS in Computer Science, Mathematics, Statistics, Engineering or related discipline.
Experience with JavaScript, SQL, Python or web development.
Experience in data analysis and report generation and a solid understanding of how the Internet works.
Demonstrated analytical skills and excellent oral and written communication skills
Ability to read, write and speak an Indic language (Hindi/Bengali/Telugu, etc.).",product    customer support,"excel product policy enforcement known spam risk related patterns manual investigations 
 identify new emerging patterns build operational processes proactively handle 
 build scale efficiency automation intelligence drive workflow improvements 
 collaborate cross functional groups engineering   sales   legal increase automation   update policies   fix product loopholes   provide better online experience users 
 work large unstructured data sets actionable insights","bachelor s degree engineering sciences   equivalent practical experience 
 2 years relevant work experience","ba bs computer science   mathematics   statistics   engineering related discipline 
 experience javascript   sql   python web development 
 experience data analysis report generation solid understanding internet works 
 demonstrated analytical skills excellent oral written communication skills 
 ability read   write speak indic language   hindi bengali telugu   etc   ","product    customer support excel product policy enforcement known spam risk related patterns manual investigations 
 identify new emerging patterns build operational processes proactively handle 
 build scale efficiency automation intelligence drive workflow improvements 
 collaborate cross functional groups engineering   sales   legal increase automation   update policies   fix product loopholes   provide better online experience users 
 work large unstructured data sets actionable insights bachelor s degree engineering sciences   equivalent practical experience 
 2 years relevant work experience ba bs computer science   mathematics   statistics   engineering related discipline 
 experience javascript   sql   python web development 
 experience data analysis report generation solid understanding internet works 
 demonstrated analytical skills excellent oral written communication skills 
 ability read   write speak indic language   hindi bengali telugu   etc   "
Google,"SMB Sales Executive, Google Cloud",Sales & Account Management,"Sunnyvale, CA, United States","Manage opportunities through the entire cycle simultaneously, working with cross-functional teams as necessary, and serve as the primary customer contact for all adoption-related activities.
Deliver against assigned strategic goals while prioritizing an outstanding customer experience to customers and prospects.
Drive business development, forecast accurately and achieve strategic goals by leading customers through the entire business cycle.
Work with our Customer Engineers and trusted Google Cloud Partners as a critical member of the sales team to maximize business results and cultivate opportunities with small and medium businesses (SMB).","BA/BS degree or equivalent practical experience.
Experience selling IaaS or PaaS.","2 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com).
Technically minded, with an in-depth understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform). Technical or sales engineering experience in Computer Science or Information Systems.
Demonstrable ability to speak credibly about platform and infrastructure-as-a-service.
Goal-oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.",sales    account management,"manage opportunities entire cycle simultaneously   working cross functional teams necessary   serve primary customer contact adoption related activities 
 deliver assigned strategic goals prioritizing outstanding customer experience customers prospects 
 drive business development   forecast accurately achieve strategic goals leading customers entire business cycle 
 work customer engineers trusted google cloud partners critical member sales team maximize business results cultivate opportunities small medium businesses   smb  ","ba bs degree equivalent practical experience 
 experience selling iaas paas","2 years experience selling iaas paas demonstrated track record reaching exceeding sales goals technology industry 
 experience crm systems   e g   salesforce com  
 technically minded   depth understanding technology cloud computing market   passion google cloud products   g suite   google cloud platform    technical sales engineering experience computer science information systems 
 demonstrable ability speak credibly platform infrastructure service 
 goal oriented   self motivated individual confident   thorough   tenacious   analytical   detail oriented able   zoom   big picture minutiae   demonstrated organizational project management capabilities 
 ability build influential relationships deliver results cross functional matrixed environment","sales    account management manage opportunities entire cycle simultaneously   working cross functional teams necessary   serve primary customer contact adoption related activities 
 deliver assigned strategic goals prioritizing outstanding customer experience customers prospects 
 drive business development   forecast accurately achieve strategic goals leading customers entire business cycle 
 work customer engineers trusted google cloud partners critical member sales team maximize business results cultivate opportunities small medium businesses   smb   ba bs degree equivalent practical experience 
 experience selling iaas paas 2 years experience selling iaas paas demonstrated track record reaching exceeding sales goals technology industry 
 experience crm systems   e g   salesforce com  
 technically minded   depth understanding technology cloud computing market   passion google cloud products   g suite   google cloud platform    technical sales engineering experience computer science information systems 
 demonstrable ability speak credibly platform infrastructure service 
 goal oriented   self motivated individual confident   thorough   tenacious   analytical   detail oriented able   zoom   big picture minutiae   demonstrated organizational project management capabilities 
 ability build influential relationships deliver results cross functional matrixed environment"
Google,"Product Analyst, Product and Sales Activation, Google Marketing Solutions",Sales & Account Management,"Dublin, Ireland","Work closely with the GMS organization to understand the business intelligence and insights needs of all end users, from our team of EMEA product specialists to the executive leadership team.
Design Product reviews to provide insights that meet the needs of the GMS organisation.
Provide thought leadership to the GMS organization, translating big data into actionable insights and supporting strategic business development, including opportunities for product, program and process improvement with a focus on driving significant business growth.
Perform ad-hoc analysis to predict, measure and interpret business trends and to inform business partner decisions.
Communicate insights on a regular basis to the appropriate level of management.","BA/BS degree with a quantitative focus in Economics, Computer Science, Mathematics, Physics, Statistics or Accounting, related field or equivalent practical experience.
Experience in an analytical role in management consulting, or in a business operations and analytics environment.","Experience analyzing data using demonstrated database query (e.g. SQL). Experience working with spreadsheets and statistical modeling.
Experience collaborating with cross-functional teams located around the globe in different timezones.
Demonstrated problem solving and structuring skills, with the ability to synthesize data into useful formats and to bring actionable insights through effective communication.
Experience applying data-driven models that have had a tangible impact on sales and marketing operations across international markets.
Effective project management skills with the ability to handle multiple projects simultaneously in a fast-paced and dynamic environment.",sales    account management,"work closely gms organization understand business intelligence insights needs end users   team emea product specialists executive leadership team 
 design product reviews provide insights meet needs gms organisation 
 provide thought leadership gms organization   translating big data actionable insights supporting strategic business development   including opportunities product   program process improvement focus driving significant business growth 
 perform ad hoc analysis predict   measure interpret business trends inform business partner decisions 
 communicate insights regular basis appropriate level management","ba bs degree quantitative focus economics   computer science   mathematics   physics   statistics accounting   related field equivalent practical experience 
 experience analytical role management consulting   business operations analytics environment","experience analyzing data demonstrated database query   e g   sql    experience working spreadsheets statistical modeling 
 experience collaborating cross functional teams located globe different timezones 
 demonstrated problem solving structuring skills   ability synthesize data useful formats bring actionable insights effective communication 
 experience applying data driven models tangible impact sales marketing operations international markets 
 effective project management skills ability handle multiple projects simultaneously fast paced dynamic environment","sales    account management work closely gms organization understand business intelligence insights needs end users   team emea product specialists executive leadership team 
 design product reviews provide insights meet needs gms organisation 
 provide thought leadership gms organization   translating big data actionable insights supporting strategic business development   including opportunities product   program process improvement focus driving significant business growth 
 perform ad hoc analysis predict   measure interpret business trends inform business partner decisions 
 communicate insights regular basis appropriate level management ba bs degree quantitative focus economics   computer science   mathematics   physics   statistics accounting   related field equivalent practical experience 
 experience analytical role management consulting   business operations analytics environment experience analyzing data demonstrated database query   e g   sql    experience working spreadsheets statistical modeling 
 experience collaborating cross functional teams located globe different timezones 
 demonstrated problem solving structuring skills   ability synthesize data useful formats bring actionable insights effective communication 
 experience applying data driven models tangible impact sales marketing operations international markets 
 effective project management skills ability handle multiple projects simultaneously fast paced dynamic environment"
Google,"Data Insights Analyst, Trust and Safety",Product & Customer Support,"Dublin, Ireland","Investigate abuse and operational trends, or useful ML features based on big data sets.
Optimize process workflows with production-level pipelines and documentation.
Analyze and prioritize various data feeds to reveal top issues, recommend and influence action, liaise with cross-functional teams and stakeholders (Engineering, Policy, Sales, Legal, etc.) to drive the resolution of challenges.
Design and prototype dashboards to provide insights at scale that meet the needs of management.
Communicate insights on a regular basis to the appropriate level of management.","BA/BS degree in Science, Engineering, Mathematics, Statistics, Economics or equivalent practical experience in an analytics role.
Experience analyzing data using database query (e.g. SQL). Experience with spreadsheets and statistical modeling.","Experience in one or more of the following areas: fraud and risk management, data analytics packages (e.g. R, Python w/Pandas, NumPy, SciPy), machine learning, statistical and quantitative modeling.
Knowledge of web-research, online advertising, fraud detection and e-commerce.
Knowledge of one or more programming languages.
Ability to manage multiple projects simultaneously in a fast paced and dynamic environment..
Demonstrated business acumen with project management skills.
Distinctive problem-solving, analytical skills, and structuring skills, with ability to synthesize data into useful formats and bring actionable insights through effective communication.",product    customer support,"investigate abuse operational trends   useful ml features based big data sets 
 optimize process workflows production level pipelines documentation 
 analyze prioritize data feeds reveal issues   recommend influence action   liaise cross functional teams stakeholders   engineering   policy   sales   legal   etc    drive resolution challenges 
 design prototype dashboards provide insights scale meet needs management 
 communicate insights regular basis appropriate level management","ba bs degree science   engineering   mathematics   statistics   economics equivalent practical experience analytics role 
 experience analyzing data database query   e g   sql    experience spreadsheets statistical modeling","experience following areas   fraud risk management   data analytics packages   e g   r   python w pandas   numpy   scipy    machine learning   statistical quantitative modeling 
 knowledge web research   online advertising   fraud detection e commerce 
 knowledge programming languages 
 ability manage multiple projects simultaneously fast paced dynamic environment  
 demonstrated business acumen project management skills 
 distinctive problem solving   analytical skills   structuring skills   ability synthesize data useful formats bring actionable insights effective communication","product    customer support investigate abuse operational trends   useful ml features based big data sets 
 optimize process workflows production level pipelines documentation 
 analyze prioritize data feeds reveal issues   recommend influence action   liaise cross functional teams stakeholders   engineering   policy   sales   legal   etc    drive resolution challenges 
 design prototype dashboards provide insights scale meet needs management 
 communicate insights regular basis appropriate level management ba bs degree science   engineering   mathematics   statistics   economics equivalent practical experience analytics role 
 experience analyzing data database query   e g   sql    experience spreadsheets statistical modeling experience following areas   fraud risk management   data analytics packages   e g   r   python w pandas   numpy   scipy    machine learning   statistical quantitative modeling 
 knowledge web research   online advertising   fraud detection e commerce 
 knowledge programming languages 
 ability manage multiple projects simultaneously fast paced dynamic environment  
 demonstrated business acumen project management skills 
 distinctive problem solving   analytical skills   structuring skills   ability synthesize data useful formats bring actionable insights effective communication"
Google,"Account Manager, Google Cloud Platform",Sales & Account Management,"Stockholm, Sweden","Cultivate and develop relationships with a set of strategic accounts. Connect with key stakeholders within these accounts.
Build and implement strategies to drive business growth.
Develop strategic agreements, leveraging the partner ecosystem.
Engage and coordinate internal groups as well as partners to meet transformation goals for key stakeholders.
Increase the level of visibility of these accounts in the market.","BA/BS degree in a technical or engineering field or equivalent practical experience.
Ability to speak and write in English and Danish, Norwegian, Swedish or Finnish fluently and idiomatically.","Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills.",sales    account management,"cultivate develop relationships set strategic accounts   connect key stakeholders accounts 
 build implement strategies drive business growth 
 develop strategic agreements   leveraging partner ecosystem 
 engage coordinate internal groups partners meet transformation goals key stakeholders 
 increase level visibility accounts market","ba bs degree technical engineering field equivalent practical experience 
 ability speak write english danish   norwegian   swedish finnish fluently idiomatically","frontline sales experience 
 demonstrated understanding entire suite google cloud products 
 understanding cloud computing customer business drivers 
 ability isolate issues gather necessary resources meet customer needs 
 effective pitching presentation skills","sales    account management cultivate develop relationships set strategic accounts   connect key stakeholders accounts 
 build implement strategies drive business growth 
 develop strategic agreements   leveraging partner ecosystem 
 engage coordinate internal groups partners meet transformation goals key stakeholders 
 increase level visibility accounts market ba bs degree technical engineering field equivalent practical experience 
 ability speak write english danish   norwegian   swedish finnish fluently idiomatically frontline sales experience 
 demonstrated understanding entire suite google cloud products 
 understanding cloud computing customer business drivers 
 ability isolate issues gather necessary resources meet customer needs 
 effective pitching presentation skills"
Google,"Sales Lead, SMB, Google Cloud Platform",Sales & Account Management,"Sunnyvale, CA, United States","Build and grow a Google Cloud Platform (GCP)-focused SMB Sales team.
Optimize the team for scale and business growth by acquiring new customers and increasing spend from existing GCP customers.
Test and iterate on new approaches to grow spend in this segment, working closely with our partner team and our vendors, as well as working on programmatic initiatives to increase business growth.
Develop and implement best practices, ensuring the team is up to date with the newest trends and improve team skills through development and training.","BA/BS degree or equivalent practical experience.
10 years of experience in people management.
Experience working within the Software/Infrastructure/Platform-as-a-Service (SaaS, IaaS, PaaS) market.
Experience in sales coaching and mentoring.","Experience in an SMB sales role in an online and inside sales capacity.
Ability to effectively operate with high energy and flexibility in a fast-paced, dynamic team environment.
Demonstrated ability to develop sales individuals and managers, with effective executive leadership capabilities.
Demonstrated organizational and project management capabilities, with the ability to multiple tasks with shifting priorities and varying deadlines.",sales    account management,"build grow google cloud platform   gcp   focused smb sales team 
 optimize team scale business growth acquiring new customers increasing spend existing gcp customers 
 test iterate new approaches grow spend segment   working closely partner team vendors   working programmatic initiatives increase business growth 
 develop implement best practices   ensuring team date newest trends improve team skills development training","ba bs degree equivalent practical experience 
 10 years experience people management 
 experience working software infrastructure platform service   saas   iaas   paas   market 
 experience sales coaching mentoring","experience smb sales role online inside sales capacity 
 ability effectively operate high energy flexibility fast paced   dynamic team environment 
 demonstrated ability develop sales individuals managers   effective executive leadership capabilities 
 demonstrated organizational project management capabilities   ability multiple tasks shifting priorities varying deadlines","sales    account management build grow google cloud platform   gcp   focused smb sales team 
 optimize team scale business growth acquiring new customers increasing spend existing gcp customers 
 test iterate new approaches grow spend segment   working closely partner team vendors   working programmatic initiatives increase business growth 
 develop implement best practices   ensuring team date newest trends improve team skills development training ba bs degree equivalent practical experience 
 10 years experience people management 
 experience working software infrastructure platform service   saas   iaas   paas   market 
 experience sales coaching mentoring experience smb sales role online inside sales capacity 
 ability effectively operate high energy flexibility fast paced   dynamic team environment 
 demonstrated ability develop sales individuals managers   effective executive leadership capabilities 
 demonstrated organizational project management capabilities   ability multiple tasks shifting priorities varying deadlines"
Google,"Account Manager, Display, Media Buying Solutions (Spanish)",Sales & Account Management,"Dublin, Ireland","Collaborate and consult with customers with the goal of extending relationships and increasing the usage of DoubleClick solutions, specifically focusing on product feature adoption.
Develop a thorough understanding of client needs and corresponding organizational best practices across a wide range of industries (agencies and clients).
Develop strategic account plans for customers within the portfolio, identifying growth opportunities, while also collaborating closely with internal stakeholders.
Create relationships within customer organizations at all levels, including direct and indirect users of the product and usage decision-makers.
Act as the main point of contact for customers around all key areas of account management (training, product enhancement, global/regional campaigns, etc) and lead cross-functional efforts to identify and solve roadblocks.","Bachelor's degree or equivalent practical experience.
Experience in online, software sales or online marketing.
Ability to speak and write in English and Spanish fluently and idiomatically.","Experience in the ad tech market in a sales role or as a user.
Experience in the use of programmatic ad buying tools.
Experience in working with a strategic and analytical sales approach, with a track record of building lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Excellent organizational, analytical, influencing and presentation skills.",sales    account management,"collaborate consult customers goal extending relationships increasing usage doubleclick solutions   specifically focusing product feature adoption 
 develop thorough understanding client needs corresponding organizational best practices wide range industries   agencies clients  
 develop strategic account plans customers portfolio   identifying growth opportunities   collaborating closely internal stakeholders 
 create relationships customer organizations levels   including direct indirect users product usage decision makers 
 act main point contact customers key areas account management   training   product enhancement   global regional campaigns   etc   lead cross functional efforts identify solve roadblocks","bachelor s degree equivalent practical experience 
 experience online   software sales online marketing 
 ability speak write english spanish fluently idiomatically","experience ad tech market sales role user 
 experience use programmatic ad buying tools 
 experience working strategic analytical sales approach   track record building lasting customer relationships 
 organized   analytical capable handling multiple ad hoc requests simultaneously 
 excellent organizational   analytical   influencing presentation skills","sales    account management collaborate consult customers goal extending relationships increasing usage doubleclick solutions   specifically focusing product feature adoption 
 develop thorough understanding client needs corresponding organizational best practices wide range industries   agencies clients  
 develop strategic account plans customers portfolio   identifying growth opportunities   collaborating closely internal stakeholders 
 create relationships customer organizations levels   including direct indirect users product usage decision makers 
 act main point contact customers key areas account management   training   product enhancement   global regional campaigns   etc   lead cross functional efforts identify solve roadblocks bachelor s degree equivalent practical experience 
 experience online   software sales online marketing 
 ability speak write english spanish fluently idiomatically experience ad tech market sales role user 
 experience use programmatic ad buying tools 
 experience working strategic analytical sales approach   track record building lasting customer relationships 
 organized   analytical capable handling multiple ad hoc requests simultaneously 
 excellent organizational   analytical   influencing presentation skills"
Google,"Account Executive, Mid Market Sales, Google Marketing Solutions",Sales & Account Management,"São Paulo, Brazil","Work collaboratively with a team to drive growth with existing customers
Develop high-level relationships to serve as a trusted consultant with major customers to optimize their advertising investments
Generate business plans to define your strategies and tactics
Manage multiple cross-product opportunities and projects","Bachelor's degree or equivalent practical experience.
4 years of of relevant experience in online sales, advertising, marketing and business development.","Strong analytical and problem solving skills.
Local marketing expertise in the broadcasting, advertising or tech industry.
Proven success in business development, client relationship and servicing skills.
Demonstrated ability to lead and manage multiple projects with a broad range of internal and external constituents simultaneously
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans.",sales    account management,"work collaboratively team drive growth existing customers 
 develop high level relationships serve trusted consultant major customers optimize advertising investments 
 generate business plans define strategies tactics 
 manage multiple cross product opportunities projects","bachelor s degree equivalent practical experience 
 4 years relevant experience online sales   advertising   marketing business development","strong analytical problem solving skills 
 local marketing expertise broadcasting   advertising tech industry 
 proven success business development   client relationship servicing skills 
 demonstrated ability lead manage multiple projects broad range internal external constituents simultaneously 
 demonstrated ability think strategically complex issues develop recommendations action plans","sales    account management work collaboratively team drive growth existing customers 
 develop high level relationships serve trusted consultant major customers optimize advertising investments 
 generate business plans define strategies tactics 
 manage multiple cross product opportunities projects bachelor s degree equivalent practical experience 
 4 years relevant experience online sales   advertising   marketing business development strong analytical problem solving skills 
 local marketing expertise broadcasting   advertising tech industry 
 proven success business development   client relationship servicing skills 
 demonstrated ability lead manage multiple projects broad range internal external constituents simultaneously 
 demonstrated ability think strategically complex issues develop recommendations action plans"
Google,MBA Intern (Korean-English Bilingual) 2018,Business Strategy,"Seoul, South Korea",Responsibilities vary by role.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Be able to complete a minimum 10 week program at the Seoul office in 2018.
Ability to speak and write in English and Korean fluently and idiomatically.","3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation.",business strategy,responsibilities vary role,"pursuing time mba program expected graduation date december 2018 june 2019 
 able complete minimum 10 week program seoul office 2018 
 ability speak write english korean fluently idiomatically","3 years relevant work experience areas mobile apps games   mobile business   distribution channels   competitive landscape 
 demonstrated passion mobile apps games   mobile technology   broader mobile business 
 excellent analytical skills   ability overcome strategic business challenges 
 excellent critical thinking skills   ability demonstrate maintain self motivation","business strategy responsibilities vary role pursuing time mba program expected graduation date december 2018 june 2019 
 able complete minimum 10 week program seoul office 2018 
 ability speak write english korean fluently idiomatically 3 years relevant work experience areas mobile apps games   mobile business   distribution channels   competitive landscape 
 demonstrated passion mobile apps games   mobile technology   broader mobile business 
 excellent analytical skills   ability overcome strategic business challenges 
 excellent critical thinking skills   ability demonstrate maintain self motivation"
Google,"Product Specialist, Google Cloud (English)",Sales Operations,"Paris, France","Work as part of the Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading the technical project including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.
Travel regularly in EMEA for meetings, technical reviews and onsite delivery activities.","BA/BS degree in Computer Science or a related software engineering field, or equivalent practical experience.
Experience working across cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
Experience in data and Information Lifecycle Management relating to SAP portfolio and technologies.
Ability to speak and write in English fluently and idiomatically.","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space.",sales operations,"work sales team identify qualify platform opportunities determine google cloud platform right   identify business technical requirements   conduct technical discovery architect client solutions meet gathered requirements 
 responsibility leading technical project including activities technology advocacy   supporting bid responses   product solution briefings   proof concept work   coordination supporting technical resources 
 prepare deliver product messaging effort highlight google cloud platform value proposition techniques include whiteboard slide presentations   product demonstrations   white papers   trial management rfi response documents 
 recommendations integration strategies   enterprise architectures   platforms application infrastructure required successfully implement complete solution providing best practice advice customers optimize google cloud platform effectiveness 
 travel regularly emea meetings   technical reviews onsite delivery activities","ba bs degree computer science related software engineering field   equivalent practical experience 
 experience working cloud computing   infrastructure   storage   platforms data    cloud market   competitive dynamics customer buying behavior 
 experience data information lifecycle management relating sap portfolio technologies 
 ability speak write english fluently idiomatically","master s degree computer science relevant technical field 
 experience big data   platform service   paas   infrastructure service   iaas   technologies 
 experience serving customer service operative technical sales engineer cloud computing environment equivalent experience customer facing role   including working member professional services systems engineering team  
 experience knowledge sap technologies   sap business suite   s 4hana   sap business warehouse   sap hybris   sap business objects   sybase   leonardo suite etc    architecture infrastructure needs 
 experience sap hana   including sizing   disaster recovery   multi tenancy concepts   scale architectures data tiering 
 understanding sap cloud offerings focus hec sap cloud platform   ability quickly learn   understand work new emerging technologies   methodologies   solutions cloud technology space","sales operations work sales team identify qualify platform opportunities determine google cloud platform right   identify business technical requirements   conduct technical discovery architect client solutions meet gathered requirements 
 responsibility leading technical project including activities technology advocacy   supporting bid responses   product solution briefings   proof concept work   coordination supporting technical resources 
 prepare deliver product messaging effort highlight google cloud platform value proposition techniques include whiteboard slide presentations   product demonstrations   white papers   trial management rfi response documents 
 recommendations integration strategies   enterprise architectures   platforms application infrastructure required successfully implement complete solution providing best practice advice customers optimize google cloud platform effectiveness 
 travel regularly emea meetings   technical reviews onsite delivery activities ba bs degree computer science related software engineering field   equivalent practical experience 
 experience working cloud computing   infrastructure   storage   platforms data    cloud market   competitive dynamics customer buying behavior 
 experience data information lifecycle management relating sap portfolio technologies 
 ability speak write english fluently idiomatically master s degree computer science relevant technical field 
 experience big data   platform service   paas   infrastructure service   iaas   technologies 
 experience serving customer service operative technical sales engineer cloud computing environment equivalent experience customer facing role   including working member professional services systems engineering team  
 experience knowledge sap technologies   sap business suite   s 4hana   sap business warehouse   sap hybris   sap business objects   sybase   leonardo suite etc    architecture infrastructure needs 
 experience sap hana   including sizing   disaster recovery   multi tenancy concepts   scale architectures data tiering 
 understanding sap cloud offerings focus hec sap cloud platform   ability quickly learn   understand work new emerging technologies   methodologies   solutions cloud technology space"
Google,Brand Solution Strategist,Sales Operations,"Sydney, Australia","Be a thought leader in Google's video solutions.
Drive transformational solution sales through the leveraging of global best practice solutions and creation of new '1-to-many' solutions (including complementing local relevant content and competition).
Develop, leverage and deploy Brand solutions with the objective to upscale sales teams to approach clients with large, multi-faceted media propositions.
Ensure competitive perspectives and differentiated value propositions generated through market-relevant insights. Engage with Marketing to drive relevant industry research and establish Brand metrics.
Support sales teams by engaging directly with clients and agencies as required to drive YouTube understanding and adoption.","BA/BS degree or equivalent practical experience.
8 years of experience in advertising sales, business development, marketing, consulting or media.
Experience with TV media, Creative and Media Agency dynamics.","Strong knowledge of traditional as well as contemporary/online marketing tactics and strategy.
Proven and deep brand building expertise and capabilities.
Analytical acumen and strategic thought leadership, paired with agile mind set and can-do attitude
Excellent communication, influencing and strong relationship-building skills",sales operations,"thought leader google s video solutions 
 drive transformational solution sales leveraging global best practice solutions creation new   1   solutions   including complementing local relevant content competition  
 develop   leverage deploy brand solutions objective upscale sales teams approach clients large   multi faceted media propositions 
 ensure competitive perspectives differentiated value propositions generated market relevant insights   engage marketing drive relevant industry research establish brand metrics 
 support sales teams engaging directly clients agencies required drive youtube understanding adoption","ba bs degree equivalent practical experience 
 8 years experience advertising sales   business development   marketing   consulting media 
 experience tv media   creative media agency dynamics","strong knowledge traditional contemporary online marketing tactics strategy 
 proven deep brand building expertise capabilities 
 analytical acumen strategic thought leadership   paired agile mind set attitude 
 excellent communication   influencing strong relationship building skills","sales operations thought leader google s video solutions 
 drive transformational solution sales leveraging global best practice solutions creation new   1   solutions   including complementing local relevant content competition  
 develop   leverage deploy brand solutions objective upscale sales teams approach clients large   multi faceted media propositions 
 ensure competitive perspectives differentiated value propositions generated market relevant insights   engage marketing drive relevant industry research establish brand metrics 
 support sales teams engaging directly clients agencies required drive youtube understanding adoption ba bs degree equivalent practical experience 
 8 years experience advertising sales   business development   marketing   consulting media 
 experience tv media   creative media agency dynamics strong knowledge traditional contemporary online marketing tactics strategy 
 proven deep brand building expertise capabilities 
 analytical acumen strategic thought leadership   paired agile mind set attitude 
 excellent communication   influencing strong relationship building skills"
Google,"Associate Account Strategist, Sales, Google Marketing Solutions (French)",Product & Customer Support,"Dublin, Ireland","Implement creative ways to improve our customer relationships. Tailor and share online marketing strategy suggestions, and promote other Google products.
Communicate with customers, via phone and email.
Provide strategic advice and help our advertisers to get the best results from their advertising investment by working with them in a consultative role.
Share and collaborate with Specialists, Engineers and Product team members on new feature developments, leveraging your direct relationships with small and medium business advertisers.","BA/BS degree or equivalent practical experience.
Experience or internship experience in sales support or market research.
Ability to speak and write in English and French fluently and idiomatically.","Experience in sales, customer support, account management, marketing or consulting.
Experience in leading and motivating others, with the ability to work well with your team.
Demonstrated record in managing and customizing experiences for a customer base.
Ability to multi-task and to manage multiple projects simultaneously while paying careful attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.",product    customer support,"implement creative ways improve customer relationships   tailor share online marketing strategy suggestions   promote google products 
 communicate customers   phone email 
 provide strategic advice help advertisers best results advertising investment working consultative role 
 share collaborate specialists   engineers product team members new feature developments   leveraging direct relationships small medium business advertisers","ba bs degree equivalent practical experience 
 experience internship experience sales support market research 
 ability speak write english french fluently idiomatically","experience sales   customer support   account management   marketing consulting 
 experience leading motivating   ability work team 
 demonstrated record managing customizing experiences customer base 
 ability multi task manage multiple projects simultaneously paying careful attention detail 
 proactive   independent worker highly organized interested difference individual contribution","product    customer support implement creative ways improve customer relationships   tailor share online marketing strategy suggestions   promote google products 
 communicate customers   phone email 
 provide strategic advice help advertisers best results advertising investment working consultative role 
 share collaborate specialists   engineers product team members new feature developments   leveraging direct relationships small medium business advertisers ba bs degree equivalent practical experience 
 experience internship experience sales support market research 
 ability speak write english french fluently idiomatically experience sales   customer support   account management   marketing consulting 
 experience leading motivating   ability work team 
 demonstrated record managing customizing experiences customer base 
 ability multi task manage multiple projects simultaneously paying careful attention detail 
 proactive   independent worker highly organized interested difference individual contribution"
